acs_release_year,acs_window,GEOID,NAME,median_household_income,poverty_rate_pct,renter_occupied_pct,age_65_plus_pct,elderly_living_alone_pct,disability_pct,nonwhite_pct,limited_english_households_pct,count_age_65_plus,count_elderly_living_alone,count_disabled,count_nonwhite,count_limited_english_households
2020,2016-2020,31109001003,"Census Tract 10.03, Lancaster County, Nebraska",54196,13.27,75.49,10.98,40.36,14.31,21.48,5.13,441,178,575,863,102
2020,2016-2020,31109001101,"Census Tract 11.01, Lancaster County, Nebraska",72824,8.8,27.18,19.02,15.55,10.26,8.21,0.0,836,130,451,361,0
2020,2016-2020,31109001102,"Census Tract 11.02, Lancaster County, Nebraska",65338,11.71,17.93,15.86,23.75,9.23,9.24,0.0,560,133,323,326,0
2020,2016-2020,31109001200,"Census Tract 12, Lancaster County, Nebraska",72972,6.8,36.51,14.05,26.47,7.76,8.6,0.0,884,234,488,541,0
2020,2016-2020,31109001301,"Census Tract 13.01, Lancaster County, Nebraska",67370,5.2,39.99,37.76,39.26,15.62,4.61,1.03,1360,534,559,166,18
2020,2016-2020,31109001302,"Census Tract 13.02, Lancaster County, Nebraska",84044,2.74,10.43,23.31,30.65,9.86,10.43,0.0,695,213,294,311,0
2020,2016-2020,31109001400,"Census Tract 14, Lancaster County, Nebraska",58491,12.73,26.95,19.91,33.2,15.1,6.79,3.03,964,320,707,329,61
2020,2016-2020,31109001500,"Census Tract 15, Lancaster County, Nebraska",56983,8.14,33.81,14.51,20.31,9.37,14.82,1.43,655,133,408,669,26
2020,2016-2020,31109001600,"Census Tract 16, Lancaster County, Nebraska",58965,12.35,36.35,13.89,33.03,9.39,15.76,1.13,781,258,528,886,29
2020,2016-2020,31109001700,"Census Tract 17, Lancaster County, Nebraska",31331,34.98,85.08,10.76,34.71,17.42,44.46,10.47,556,193,899,2297,280
2020,2016-2020,31109001800,"Census Tract 18, Lancaster County, Nebraska",23451,38.49,90.55,5.53,72.12,15.46,36.95,8.39,104,75,290,695,79
2020,2016-2020,31109001900,"Census Tract 19, Lancaster County, Nebraska",20357,57.89,86.59,8.34,30.19,8.87,13.16,2.66,159,48,168,251,24
2020,2016-2020,31109002001,"Census Tract 20.01, Lancaster County, Nebraska",25811,32.39,96.22,5.02,57.94,17.89,22.61,4.65,126,73,447,567,75
2020,2016-2020,31109002002,"Census Tract 20.02, Lancaster County, Nebraska",27639,30.61,94.71,6.92,81.91,19.74,29.67,6.61,199,163,501,853,105
2020,2016-2020,31109002100,"Census Tract 21, Lancaster County, Nebraska",43098,32.77,61.9,4.63,46.83,13.96,19.14,5.09,126,59,380,521,58
2020,2016-2020,31109002200,"Census Tract 22, Lancaster County, Nebraska",49983,19.0,56.36,7.7,35.63,17.58,23.61,6.68,449,160,1006,1376,160
2020,2016-2020,31109002300,"Census Tract 23, Lancaster County, Nebraska",55905,12.15,45.52,12.97,14.02,14.35,14.09,5.52,749,105,829,814,139
2020,2016-2020,31109002400,"Census Tract 24, Lancaster County, Nebraska",114987,3.28,6.34,15.5,17.59,4.57,1.78,0.0,540,95,159,62,0
2020,2016-2020,31109002500,"Census Tract 25, Lancaster County, Nebraska",61263,3.95,24.44,21.99,29.58,13.85,4.77,0.0,1153,341,726,250,0
2020,2016-2020,31109002701,"Census Tract 27.01, Lancaster County, Nebraska",41903,8.63,69.24,10.3,68.06,10.17,22.0,3.78,335,228,330,716,53
2020,2016-2020,31109002702,"Census Tract 27.02, Lancaster County, Nebraska",66172,9.47,35.92,19.44,16.39,9.29,20.37,0.0,1092,179,510,1144,0
2020,2016-2020,31109002800,"Census Tract 28, Lancaster County, Nebraska",68583,5.95,31.0,20.04,21.4,11.43,9.32,0.56,1098,235,624,511,14
2020,2016-2020,31109002900,"Census Tract 29, Lancaster County, Nebraska",43411,20.44,68.18,9.4,57.09,10.83,21.01,4.31,494,282,569,1104,116
2020,2016-2020,31109003002,"Census Tract 30.02, Lancaster County, Nebraska",45284,12.44,43.95,13.57,21.53,12.41,21.83,2.43,404,87,368,650,34
2020,2016-2020,31109003003,"Census Tract 30.03, Lancaster County, Nebraska",46106,14.84,49.65,12.01,24.83,10.81,25.19,4.9,604,150,537,1267,106
2020,2016-2020,31109003004,"Census Tract 30.04, Lancaster County, Nebraska",63908,3.86,40.67,23.42,36.26,13.4,14.44,1.81,764,277,437,471,26
2020,2016-2020,31109003005,"Census Tract 30.05, Lancaster County, Nebraska",66977,23.2,29.33,12.93,26.91,7.18,25.08,8.46,628,169,346,1218,143
2020,2016-2020,31109003102,"Census Tract 31.02, Lancaster County, Nebraska",83399,2.27,27.94,7.57,16.41,5.13,6.49,0.0,457,75,309,392,0
2020,2016-2020,31109003103,"Census Tract 31.03, Lancaster County, Nebraska",55195,15.37,48.08,6.01,18.4,14.34,26.65,8.48,163,30,389,723,73
2020,2016-2020,31109003104,"Census Tract 31.04, Lancaster County, Nebraska",41000,17.7,47.82,6.07,57.62,14.4,15.7,3.39,328,189,778,848,73
2020,2016-2020,31109003202,"Census Tract 32.02, Lancaster County, Nebraska",53320,19.48,73.83,10.59,28.91,13.02,14.62,0.0,294,85,360,406,0
2020,2016-2020,31109003301,"Census Tract 33.01, Lancaster County, Nebraska",55898,24.91,51.53,10.92,35.28,9.78,13.19,2.75,394,139,353,476,44
2020,2016-2020,31109003302,"Census Tract 33.02, Lancaster County, Nebraska",95625,6.86,5.88,4.17,29.91,6.84,15.78,3.45,214,64,326,811,51
2020,2016-2020,31109003401,"Census Tract 34.01, Lancaster County, Nebraska",81250,4.74,19.55,7.3,15.45,7.73,25.65,6.22,453,70,388,1592,113
2020,2016-2020,31109003402,"Census Tract 34.02, Lancaster County, Nebraska",51369,14.87,33.63,7.84,36.24,8.93,23.28,5.34,516,187,588,1533,131
2020,2016-2020,31109003500,"Census Tract 35, Lancaster County, Nebraska",-666666666,,,12.0,0.0,,17.33,,9,0,0,13,0
2020,2016-2020,31109003601,"Census Tract 36.01, Lancaster County, Nebraska",-666666666,,,3.09,0.0,,49.48,,39,0,0,624,0
2020,2016-2020,31109003604,"Census Tract 36.04, Lancaster County, Nebraska",114861,2.6,18.59,21.57,12.16,8.48,11.56,0.0,707,86,278,379,0
2020,2016-2020,31109003605,"Census Tract 36.05, Lancaster County, Nebraska",81538,6.51,17.05,12.79,34.37,9.45,13.11,0.0,515,177,377,528,0
2020,2016-2020,31109003607,"Census Tract 36.07, Lancaster County, Nebraska",81181,4.8,53.71,7.51,15.34,4.08,24.97,4.82,352,54,190,1171,85
2020,2016-2020,31109003608,"Census Tract 36.08, Lancaster County, Nebraska",59330,14.14,42.53,15.82,29.5,13.37,6.49,0.0,200,59,169,82,0
2020,2016-2020,31109003609,"Census Tract 36.09, Lancaster County, Nebraska",97462,6.99,23.32,24.24,16.42,8.05,13.87,1.14,603,99,200,345,11
2020,2016-2020,31109003704,"Census Tract 37.04, Lancaster County, Nebraska",50260,7.34,71.42,7.56,40.91,6.74,19.6,5.7,418,171,372,1084,143
2020,2016-2020,31109003708,"Census Tract 37.08, Lancaster County, Nebraska",75219,5.4,47.65,25.96,39.88,14.63,7.86,0.0,1043,416,586,316,0
2020,2016-2020,31109003709,"Census Tract 37.09, Lancaster County, Nebraska",85726,6.85,23.17,12.57,18.21,6.2,7.61,0.59,626,114,309,379,11
2020,2016-2020,31109003713,"Census Tract 37.13, Lancaster County, Nebraska",113375,4.06,25.62,24.0,8.45,9.38,5.13,0.0,627,53,245,134,0
2020,2016-2020,31109003714,"Census Tract 37.14, Lancaster County, Nebraska",115972,2.24,19.68,10.35,24.17,6.55,6.8,0.46,513,124,324,337,8
2020,2016-2020,31109003715,"Census Tract 37.15, Lancaster County, Nebraska",117188,5.2,17.25,20.99,15.5,5.29,13.62,5.79,484,75,122,314,51
2020,2016-2020,31109003716,"Census Tract 37.16, Lancaster County, Nebraska",95227,3.73,31.39,14.32,33.77,9.33,14.97,3.69,761,257,495,796,71
2020,2016-2020,31109003718,"Census Tract 37.18, Lancaster County, Nebraska",120083,1.64,6.74,22.3,5.47,5.3,8.43,0.0,749,41,178,283,0
2020,2016-2020,31109003719,"Census Tract 37.19, Lancaster County, Nebraska",112396,4.49,26.48,13.45,12.67,7.61,9.12,1.55,718,91,404,487,31
2020,2016-2020,31109003721,"Census Tract 37.21, Lancaster County, Nebraska",95684,5.17,34.71,18.13,21.3,7.52,8.88,3.02,751,160,311,368,55
2020,2016-2020,31109003722,"Census Tract 37.22, Lancaster County, Nebraska",41528,13.21,74.63,43.52,48.88,29.76,0.76,0.0,806,394,525,14,0
2020,2016-2020,31109003723,"Census Tract 37.23, Lancaster County, Nebraska",92188,2.76,2.53,19.14,17.53,6.66,9.03,0.0,776,136,270,366,0
2020,2016-2020,31109003724,"Census Tract 37.24, Lancaster County, Nebraska",71761,3.33,30.67,28.42,28.78,9.02,3.54,0.0,1084,312,344,135,0
2020,2016-2020,31109003725,"Census Tract 37.25, Lancaster County, Nebraska",133506,1.23,14.69,8.84,20.0,6.84,2.78,0.0,245,49,189,77,0
2020,2016-2020,31109003726,"Census Tract 37.26, Lancaster County, Nebraska",106250,0.76,32.74,10.12,10.71,3.54,15.07,0.47,252,27,88,375,4
2020,2016-2020,31109003727,"Census Tract 37.27, Lancaster County, Nebraska",109221,5.49,10.37,21.68,10.7,6.87,3.66,0.0,486,52,154,82,0
2020,2016-2020,31109003728,"Census Tract 37.28, Lancaster County, Nebraska",74722,6.25,27.53,16.8,17.19,10.4,11.02,0.0,704,121,433,462,0
2020,2016-2020,31109003801,"Census Tract 38.01, Lancaster County, Nebraska",64743,7.78,27.46,33.53,38.44,16.95,5.07,0.0,1574,605,796,238,0
2020,2016-2020,31109003802,"Census Tract 38.02, Lancaster County, Nebraska",78446,5.53,16.03,19.86,19.68,10.04,3.27,1.75,625,123,316,103,23
2020,2016-2020,31109010100,"Census Tract 101, Lancaster County, Nebraska",92202,3.53,14.16,18.59,20.12,8.21,2.67,0.0,1213,244,528,174,0
2020,2016-2020,31109010202,"Census Tract 102.02, Lancaster County, Nebraska",95292,3.94,13.18,15.52,12.16,5.51,3.26,0.0,666,81,236,140,0
2020,2016-2020,31109010203,"Census Tract 102.03, Lancaster County, Nebraska",120387,2.02,20.69,3.56,8.62,3.56,4.36,1.51,58,5,58,71,10
2020,2016-2020,31109010204,"Census Tract 102.04, Lancaster County, Nebraska",58632,16.72,54.48,4.58,6.96,4.58,18.61,3.31,230,16,225,934,64
2020,2016-2020,31109010300,"Census Tract 103, Lancaster County, Nebraska",89583,3.32,6.43,26.25,9.54,18.97,2.87,0.12,1153,110,826,126,2
2020,2016-2020,31109010401,"Census Tract 104.01, Lancaster County, Nebraska",94321,2.38,8.43,13.08,17.29,6.85,1.47,0.41,561,97,294,63,6
2020,2016-2020,31109010402,"Census Tract 104.02, Lancaster County, Nebraska",92368,2.31,7.78,16.56,24.52,10.44,3.34,1.83,832,204,523,168,32
2020,2016-2020,31109983200,"Census Tract 9832, Lancaster County, Nebraska",-666666666,,,0.0,,,38.46,,0,0,0,45,0
